instructor,time,location,maxcap,srmajor,jrmajor,available,grad,srnon,jrnon,so,fr,ispoi,code,sem,title,iscross
"Gosman,Martin",..T.R.. 02:50PM-04:10PM;,PAC001;,35,10,10,4,NA,5,5,5,0,FALSE,ECON127,Spring2018,Introduction to Financial Accounting,TRUE
"Naecker,Jeffrey Kendell",.M.W... 10:50AM-12:10PM;,PAC001;,35,0,0,0,NA,5,5,15,10,FALSE,ECON211,Spring2018,Introduction to Behavioral and Experimental Economics,FALSE
"Yohe,Gary W.",..T.R.. 08:50AM-10:10AM;,BOGH115;,25,15,10,17,NA,0,0,0,0,FALSE,ENVS310,Spring2018,"The Economics of Sustainable Development, Vulnerability, and Resilience",TRUE
"Hogendorn,Christiaan",.M.W... 02:50PM-04:10PM;,PAC002;,35,2,5,-2,NA,3,5,10,10,FALSE,ECON224,Spring2018,Regulation and Antitrust: Government and the Market,FALSE
"Lorenzo,Michael William",..T.R.. 10:20AM-11:40AM;,PAC125;,35,5,10,0,NA,0,5,10,5,FALSE,ECON255,Spring2018,Introduction to Open-Economy Macroeconomics,FALSE
"Bandaogo,Mahama Samir",..T.R.. 10:20AM-11:40AM;,FISK302;,35,5,10,18,NA,0,5,10,5,FALSE,ECON273,Spring2018,Economic Growth and Development in Sub-Saharan Africa,FALSE
"Moursli,Reda    Kaparakis,Emmanuel I.",.M.W... 02:50PM-04:10PM; .....F. 02:50PM-04:10PM;,PAC107;  ALLB204;,33,0,0,24,NA,0,3,30,0,FALSE,ECON300,Spring2018,Quantitative Methods in Economics,FALSE
"Hornstein,Abigail S.   Kaparakis,Emmanuel I.",..T.R.. 08:50AM-10:10AM; .....F. 08:20AM-09:40AM;,PAC107;  ALLB204;,33,0,0,15,NA,0,3,30,0,FALSE,ECON300,Spring2018,Quantitative Methods in Economics,FALSE
"Wang,Peter    Kaparakis,Emmanuel I.",.M.W... 10:50AM-12:10PM; .....F. 10:50AM-12:10PM;,PAC107;  ALLB204;,33,0,0,1,NA,0,3,30,0,FALSE,ECON300,Spring2018,Quantitative Methods in Economics,FALSE
"Khamis,Melanie",.M.W... 02:50PM-04:10PM;,PAC125;,35,5,20,0,NA,0,0,10,0,FALSE,ECON301,Spring2018,Microeconomic Analysis,FALSE
"Naecker,Jeffrey Kendell",.M.W... 08:20AM-09:40AM;,PAC125;,35,5,20,18,NA,0,0,10,0,FALSE,ECON301,Spring2018,Microeconomic Analysis,FALSE
"Bandaogo,Mahama Samir",..T.R.. 02:50PM-04:10PM;,FISK413;,35,5,10,4,NA,0,5,15,0,FALSE,ECON302,Spring2018,Macroeconomic Analysis,FALSE
"Lorenzo,Michael William",..T.R.. 08:50AM-10:10AM;,PAC125;,35,5,10,-8,NA,0,5,15,0,FALSE,ECON302,Spring2018,Macroeconomic Analysis,FALSE
"Hogendorn,Christiaan",..T.R.. 02:50PM-04:10PM;,PAC421;,25,15,10,-3,NA,0,0,0,NA,FALSE,ECON318,Spring2018,Economics of Science and Technology,FALSE
"Hornstein,Abigail S.",....R.. 01:20PM-04:10PM;,PAC413;,12,12,0,4,NA,NA,NA,NA,NA,FALSE,ECON327,Spring2018,The Global Firm:  A Calderwood Public Writing Seminar,FALSE
"Moursli,Reda",.M.W... 10:50AM-12:10PM;,PAC125;,25,15,10,1,NA,0,0,0,0,FALSE,ECON329,Spring2018,Corporate Finance,FALSE
"Adelstein,Richard P.",.M.W... 02:50PM-04:10PM;,PAC421;,25,10,15,9,NA,0,0,0,NA,FALSE,ECON354,Spring2018,Institutions,FALSE
"Skillman,Gilbert L.",...W.F. 10:50AM-12:10PM;,PAC136;,25,10,15,16,NA,0,0,0,0,FALSE,ECON358,Spring2018,History of Economic Thought,FALSE
"Khamis,Melanie",.M.W... 01:20PM-02:40PM;,PAC125;,25,15,10,-5,NA,0,0,0,NA,FALSE,ECON361,Spring2018,Development and Labor in Latin American Economies,FALSE
"Keats,Anthony Bruno",.M.W... 02:50PM-04:10PM;,ALLB103;,25,10,15,0,NA,0,0,0,0,FALSE,ECON366,Spring2018,The Economics of Developing Countries,FALSE
"Wang,Peter",.M.W... 02:50PM-04:10PM;,DWNY113;,25,13,12,15,NA,0,0,0,0,FALSE,ECON371,Spring2018,International Trade,FALSE
"Keats,Anthony Bruno",.M.W... 10:50AM-12:10PM;,SCIE139;,25,13,12,5,NA,0,0,0,0,FALSE,ECON385,Spring2018,Econometrics,FALSE
"Gosman,Martin",.MTWRF. 01:30PM-03:10PM;,SCIE141;,18,3,3,18,NA,3,3,3,3,FALSE,Crosslisting:,CSPL127,Introduction to Financial Accounting,FALSE
"Franklin Fowler,Erika",..T.R.. 08:50AM-10:10AM;,PAC002;,35,NA,NA,2,NA,NA,NA,10,25,FALSE,GOVT151,Fall2017,American Government and Politics,FALSE
"Peck,Justin Craig",..T.R.. 10:20AM-11:40AM;,ZLKA106;,35,NA,NA,6,NA,NA,NA,10,25,FALSE,GOVT151,Fall2017,American Government and Politics,FALSE
"Gallarotti,Giulio",.M.W... 08:20AM-09:40AM;,PAC422;,19,NA,NA,0,NA,NA,NA,11,8,FALSE,GOVT155,Fall2017,International Politics,FALSE
"Gallarotti,Giulio",.M.W... 10:50AM-12:10PM;,PAC422;,19,NA,NA,1,NA,NA,NA,11,8,FALSE,GOVT155,Fall2017,International Politics,FALSE
"Barnhart Trager,Joslyn",..T.R.. 10:20AM-11:40AM;,FISK413;,35,NA,NA,5,NA,NA,NA,17,18,FALSE,GOVT155,Fall2017,International Politics,FALSE
"Rutland,Peter",..T.R.. 08:50AM-10:10AM;,PAC421;,19,NA,NA,2,NA,NA,NA,0,19,FALSE,GOVT157,Fall2017,Democracy and Dictatorship: Politics in the Contemporary World,FALSE
"Rutland,Peter",..T.R.. 01:20PM-02:40PM;,PAC104;,19,NA,NA,0,NA,NA,NA,NA,19,FALSE,GOVT157,Fall2017,Democracy and Dictatorship: Politics in the Contemporary World,FALSE
"Klaus,Kathleen",.M.W... 10:50AM-12:10PM;,PAC136;,19,NA,NA,2,NA,NA,NA,19,0,FALSE,GOVT157,Fall2017,Democracy and Dictatorship: Politics in the Contemporary World,FALSE
"Klaus,Kathleen",.M.W... 02:50PM-04:10PM;,FISK404;,19,NA,NA,0,NA,NA,NA,19,0,FALSE,GOVT157,Fall2017,Democracy and Dictatorship: Politics in the Contemporary World,FALSE
"Schwartz,Nancy L.",.M.W... 02:50PM-04:10PM;,PAC104;,19,NA,NA,0,NA,NA,NA,9,10,FALSE,GOVT159,Fall2017,The Moral Basis of Politics,FALSE
"Kaparakis,Emmanuel I.",..T.R.. 01:20PM-02:40PM; .....F. 01:00PM-03:00PM;,SCIE189;  SCIE189;,19,0,0,-3,NA,2,7,10,0,FALSE,QAC201,Fall2017,Applied Data Analysis,TRUE
"Nazzaro,Valerie L.",..T.R.. 01:20PM-02:40PM; .....F. 01:00PM-03:00PM;,SCIE189;  SCIE189;,19,0,0,-8,NA,2,7,10,0,FALSE,QAC201,Fall2017,Applied Data Analysis,TRUE
"Rose,Jennifer S.",..T.R.. 10:20AM-11:40AM; .....F. 01:00PM-03:00PM;,SCIE189;  SCIE189;,19,0,0,3,NA,2,7,10,0,FALSE,QAC201,Fall2017,Applied Data Analysis,TRUE
"Kabacoff,Robert Ira",..T.R.. 10:20AM-11:40AM; .....F. 01:00PM-03:00PM;,SCIE189;  SCIE189;,19,0,0,-5,NA,2,7,10,0,FALSE,QAC201,Fall2017,Applied Data Analysis,TRUE
"Krupicka,Benjamin Thomas",.M.W... 08:20AM-09:40AM;,PAC125;,25,10,8,2,NA,5,2,0,NA,FALSE,GOVT203,Fall2017,American Constitutional Law,FALSE
"Dancey,Logan M.",.M.W... 10:50AM-12:10PM;,SCIE139;,25,8,8,0,NA,2,2,5,NA,FALSE,GOVT215,Fall2017,Congressional Policy Making,FALSE
"Peck,Justin Craig",..T.R.. 02:50PM-04:10PM;,PAC421;,25,9,8,2,NA,2,2,4,NA,FALSE,GOVT217,Fall2017,The American Presidency,FALSE
"Dancey,Logan M.",.M.W... 02:50PM-04:10PM;,PAC421;,25,5,5,1,NA,4,4,7,NA,FALSE,GOVT238,Fall2017,American Political Parties,FALSE
"Velez,Yamil Ricardo",..T.R.. 10:20AM-11:40AM;,PAC136;,25,9,9,5,NA,2,2,3,NA,FALSE,GOVT239,Fall2017,Racial and Ethnic Politics,FALSE
"McGuire,James W.",..T.R.. 10:20AM-11:40AM;,PAC421;,25,11,10,0,NA,1,1,2,NA,FALSE,GOVT302,Fall2017,Latin American Politics,TRUE
"Klaus,Kathleen",..T.... 01:20PM-04:10PM;,BOGH114;,15,6,5,1,NA,2,2,0,NA,FALSE,GOVT306,Fall2017,Land and Conflict in a Global Perspective,FALSE
"Foyle,Douglas C.",..T.R.. 10:20AM-11:40AM;,PAC422;,25,0,13,-1,NA,0,0,12,NA,FALSE,GOVT311,Fall2017,United States Foreign Policy,FALSE
"Gallarotti,Giulio",...W... 01:20PM-04:10PM;,FISK122;,15,8,7,0,NA,NA,NA,NA,NA,FALSE,GOVT325,Fall2017,Solving the World's Problems: Decision Making and Diplomacy,FALSE
"Foyle,Douglas C.",..T.R.. 08:50AM-10:10AM;,PAC422;,25,13,12,0,NA,0,0,0,NA,FALSE,GOVT334,Fall2017,International Security in a Changing World,FALSE
"Williams,Liza Barclay",.M.W... 01:20PM-02:40PM;,PAC421;,25,9,9,1,NA,2,3,2,NA,FALSE,GOVT345,Fall2017,Citizenship and Immigration,FALSE
"Williams,Liza Barclay",..T.R.. 10:20AM-11:40AM;,FISK122;,25,9,8,7,NA,2,3,3,0,FALSE,GOVT349,Fall2017,Resistance and Revolution,FALSE
"Franklin Fowler,Erika",...W... 01:20PM-04:10PM;,FISK410;,15,7,8,0,NA,0,0,NA,NA,FALSE,GOVT372,Fall2017,Political Communication in Polarized Environments,FALSE
"Eisner,Marc A.",.M..... 01:00PM-02:30PM;,PAC411;,4,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,GOVT374,Fall2017,Seminar in American Political Economy and Public Policy,FALSE
"Velez,Yamil Ricardo",....R.. 01:20PM-04:10PM;,FISK122;,15,8,3,0,NA,2,2,NA,NA,FALSE,GOVT380,Fall2017,Place and Politics,FALSE
"Barnhart Trager,Joslyn",..T.R.. 02:50PM-04:10PM;,PAC422;,15,10,5,-3,NA,0,0,NA,NA,FALSE,GOVT386,Fall2017,The Nuclear Age in World Politics,FALSE
"Dancey,Logan M.",.M.W... 10:50AM-12:10PM;,SCIE141;,35,NA,NA,-3,NA,NA,NA,15,20,FALSE,GOVT151,Spring2018,American Government and Politics,FALSE
"Foyle,Douglas C.",..T.R.. 08:50AM-10:10AM;,PAC004;,35,NA,NA,7,NA,NA,NA,18,17,FALSE,GOVT155,Spring2018,International Politics,FALSE
"Foyle,Douglas C.",..T.R.. 10:20AM-11:40AM;,PAC004;,19,NA,NA,0,NA,NA,NA,10,9,FALSE,GOVT155,Spring2018,International Politics,FALSE
"Klaus,Kathleen",..T.R.. 08:50AM-10:10AM;,JUDD113;,35,NA,NA,11,NA,NA,NA,17,18,FALSE,GOVT157,Spring2018,Democracy and Dictatorship: Politics in the Contemporary World,FALSE
"Williams,Liza Barclay",.M.W... 08:20AM-09:40AM;,ZLKA202;,19,NA,NA,5,NA,NA,NA,10,9,FALSE,GOVT159,Spring2018,The Moral Basis of Politics,FALSE
"Williams,Liza Barclay",.M.W... 10:50AM-12:10PM;,ZLKA202;,19,NA,NA,5,NA,NA,NA,10,9,FALSE,GOVT159,Spring2018,The Moral Basis of Politics,FALSE
"Kaparakis,Emmanuel I.",..T.R.. 01:20PM-02:40PM; .....F. 01:00PM-03:00PM;,SCIE189;  SCIE189;,19,0,0,-4,NA,2,7,8,2,FALSE,QAC201,Spring2018,Applied Data Analysis,TRUE
"Nazzaro,Valerie L.   Kaparakis,Emmanuel I.",..T.R.. 01:20PM-02:40PM; .....F. 01:00PM-03:00PM;,SCIE189;  SCIE189;,19,0,0,-10,NA,2,7,8,2,FALSE,QAC201,Spring2018,Applied Data Analysis,TRUE
"Rose,Jennifer S.   Kaparakis,Emmanuel I.",..T.R.. 10:20AM-11:40AM; .....F. 01:00PM-03:00PM;,SCIE189;  SCIE189;,19,0,0,-4,NA,2,7,8,2,FALSE,QAC201,Spring2018,Applied Data Analysis,TRUE
"Kabacoff,Robert Ira   Kaparakis,Emmanuel I.",..T.R.. 10:20AM-11:40AM; .....F. 01:00PM-03:00PM;,SCIE189;  SCIE189;,19,0,0,-6,NA,2,7,8,2,FALSE,QAC201,Spring2018,Applied Data Analysis,TRUE
"Franklin Fowler,Erika",..T.R.. 08:50AM-10:10AM;,FISK122;,24,6,9,0,NA,0,2,7,NA,FALSE,GOVT214,Spring2018,Media and Politics,FALSE
"Eisner,Marc A.",.M.W... 08:20AM-09:40AM;,BOGH114;,25,5,5,1,NA,5,5,5,NA,FALSE,GOVT220,Spring2018,From the Great Depression to the Great Recession: the Political Economy of the Golden Age,FALSE
"Velez,Yamil Ricardo",..T.R.. 10:20AM-11:40AM;,FISK414;,25,9,9,4,NA,2,2,3,NA,FALSE,GOVT239,Spring2018,Racial and Ethnic Politics,FALSE
"Krupicka,Benjamin Thomas",..T.R.. 10:20AM-11:40AM;,FISK121;,25,10,8,-2,NA,5,2,0,NA,FALSE,GOVT250,Spring2018,Civil Liberties,FALSE
"Peck,Justin Craig",..T.R.. 10:20AM-11:40AM;,FISK305;,25,9,8,-1,NA,4,4,0,NA,FALSE,GOVT253,Spring2018,The American National Security State,FALSE
"Matesan,Ioana Emy",.M.W... 10:50AM-12:10PM;,SCIE121;,25,5,7,2,NA,3,4,6,NA,FALSE,GOVT270,Spring2018,Comparative Politics of the Middle East,FALSE
"Klaus,Kathleen",..T.R.. 01:20PM-02:40PM;,PAC004;,25,9,9,0,NA,3,2,2,NA,FALSE,GOVT282,Spring2018,African Politics,FALSE
"Wiliarty,Sarah E.",..T.R.. 02:50PM-04:10PM;,PAC107;,25,6,6,4,NA,2,2,9,NA,FALSE,GOVT284,Spring2018,Comparative Politics of Western Europe,FALSE
"Matesan,Ioana Emy",.M.W... 02:50PM-04:10PM;,FISK302;,25,8,8,-4,NA,3,3,3,NA,FALSE,GOVT298,Spring2018,Terrorism and Film,FALSE
"Gallarotti,Giulio",.M.W... 08:20AM-09:40AM;,ALLB103;,25,15,10,8,NA,NA,NA,NA,NA,FALSE,GOVT329,Spring2018,International Political Economy,FALSE
"Cassidy,Robert",..T.... 01:20PM-04:10PM;,JUDD113;,16,0,0,0,NA,6,6,2,2,FALSE,CSPL330,Spring2018,Policy and Strategy in War and Peace,TRUE
"Schwartz,Nancy L.",.M.W... 01:20PM-02:40PM;,PAC104;,25,6,6,7,NA,3,2,8,0,FALSE,GOVT339,Spring2018,Contemporary Political Theory,FALSE
"Velez,Yamil Ricardo",..T.R.. 02:50PM-04:10PM;,PAC125;,20,3,15,0,NA,0,2,0,NA,FALSE,GOVT367,Spring2018,Political Science by the Numbers,TRUE
"Krupicka,Benjamin Thomas",....R.. 01:20PM-04:10PM;,PAC104;,15,6,6,11,NA,2,1,0,NA,FALSE,GOVT370,Spring2018,The Scope and Limits of U.S. Executive Power,FALSE
"Dancey,Logan M.",..T.... 01:20PM-04:10PM;,ZLKA202;,15,6,6,5,NA,2,1,0,NA,FALSE,GOVT376,Spring2018,Political Polarization in America,FALSE
"Peck,Justin Craig",...W... 01:20PM-04:10PM;,ZLKA202;,15,5,5,5,NA,3,2,0,NA,FALSE,GOVT377,Spring2018,American Political Thought,FALSE
"Foyle,Douglas C.",.M.W... 10:50AM-12:10PM;,PAC421;,15,7,8,-1,NA,0,0,NA,NA,FALSE,GOVT387,Spring2018,Foreign Policy at the Movies,FALSE
"Gallarotti,Giulio",.M.W... 10:50AM-12:10PM;,ALLB103;,25,15,10,1,NA,NA,NA,NA,NA,FALSE,GOVT389,Spring2018,The Global Village: Globalization in the Modern World,FALSE
"Chakravarti,Sonali",..T.R.. 10:20AM-11:40AM;,PAC422;,25,5,5,2,NA,5,5,5,NA,FALSE,GOVT392,Spring2018,Theorizing the City,FALSE
"Williams,Liza Barclay",..T.... 01:20PM-04:10PM;,ALLB113;,12,4,4,9,NA,2,2,0,NA,FALSE,GOVT396,Spring2018,"Politics, Freedom and Biology",FALSE
"Chakravarti,Sonali",..T.R.. 01:20PM-02:40PM;,FISK121;,25,3,5,9,NA,2,5,10,NA,FALSE,GOVT399,Spring2018,"Citizens, Judges, Juries: Who Decides in Democracy?",FALSE
"Gallarotti,Giulio",.MTWRF. 03:30PM-05:10PM;,PAC422;,15,3,3,14,NA,3,2,2,2,FALSE,NANA,NANA,International Politics,FALSE
"Foyle,Douglas C.",.MTWRF. 09:00AM-10:40AM;,PAC422;,25,4,4,25,NA,4,4,4,5,FALSE,NANA,NANA,United States Foreign Policy,FALSE
"Holmes,Oliver W.",..T.R.. 10:20AM-11:40AM;,PAC104;,15,NA,NA,9,NA,NA,NA,NA,15,FALSE,HIST101,Fall2017,History and the Humanities,FALSE
"Pinch,William R.",..T.... 07:00PM-10:00PM; ..T.R.. 09:00AM-09:50AM;,PAC136;  PAC136;,15,NA,NA,6,NA,NA,NA,NA,15,FALSE,HIST123,Fall2017,Cinema India: South Asia's Past on Film,FALSE
"Halvorson,Charles",..T.R.. 01:20PM-02:40PM;,JUDD113;,15,NA,NA,5,NA,NA,NA,NA,15,FALSE,HIST124,Fall2017,The Making of the Modern American Landscape,FALSE
"Shaw,Gary",.M.W... 02:50PM-04:10PM;,ALLB113;,16,NA,NA,8,NA,2,2,4,8,FALSE,HIST154,Fall2017,Introduction to History: Twelve Medieval People,FALSE
"Pinch,William R.",.M.W... 02:50PM-04:10PM;,FISK403;,12,0,2,6,NA,0,1,4,5,FALSE,HIST186,Fall2017,Introduction to History: Gandhi and the Raj,FALSE
"Eudell,Demetrius L.",..T.... 04:30PM-05:50PM;,PAC104;,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,HIST195,Fall2017,Mellon Mays Seminar,FALSE
"Greene,Nathanael",.M.W.F. 09:50AM-10:40AM;,PAC004;,45,6,6,19,NA,5,8,10,10,FALSE,HIST203,Fall2017,Modern Europe,FALSE
"Twagira,Laura Ann",..T.R.. 10:20AM-11:40AM;,JUDD113;,30,3,4,11,NA,2,3,9,9,FALSE,HIST212,Fall2017,Modern Africa,TRUE
"Erickson,Paul Hilding",..T.R.. 01:20PM-02:40PM;,PAC107;,35,6,6,-1,NA,4,4,8,7,FALSE,HIST221,Fall2017,History of Ecology,TRUE
"Masters,Bruce A.",.M.W... 01:20PM-02:40PM;,ALLB103;,30,5,5,4,NA,5,5,5,5,FALSE,HIST232,Fall2017,"Turkey and the Balkans, 1453 to present",FALSE
"Holmes,Oliver W.",..T.R.. 02:50PM-04:10PM;,PAC104;,19,0,4,14,NA,3,6,6,0,FALSE,HIST235,Fall2017,Enlightenment Concept of the Self,FALSE
"Masters,Bruce A.",.M.W.F. 09:50AM-10:40AM;,PAC002;,30,5,5,-2,NA,2,3,7,8,FALSE,HIST251,Fall2017,Empires in World History,FALSE
"Eudell,Demetrius L.",..T.R.. 02:50PM-04:10PM;,ALLB004;,19,2,4,4,NA,4,4,4,1,FALSE,HIST253,Fall2017,"Slavery, Race, and Indigeneity in Early America",FALSE
"Pinch,William R.",..T.R.. 02:50PM-04:10PM;,ALLB103;,19,2,4,2,NA,0,3,5,5,FALSE,HIST264,Fall2017,Waterways: Maritime World History,TRUE
"Lennox,Jeffers",.....F. 01:20PM-04:10PM;,BOGH110;,25,5,5,14,NA,5,4,4,2,FALSE,HIST275,Fall2017,Empires on Fire:  Revolutions in the Atlantic World,FALSE
"López Fadul,Valeria",.M.W.F. 09:50AM-10:40AM;,PAC125;,30,4,4,16,NA,3,3,8,8,FALSE,HIST296,Fall2017,Colonial Latin America,TRUE
"Greene,Nathanael",....R.. 01:20PM-04:10PM;,PAC136;,19,4,4,7,NA,3,3,3,2,FALSE,HIST301,Fall2017,"The Spanish Civil War, 1936--1939",FALSE
"Halvorson,Charles",...W... 07:10PM-10:00PM;,PAC422;,18,3,4,8,NA,3,3,5,0,FALSE,HIST314,Fall2017,Environmentalism in a Global Age,TRUE
"Smolkin,Victoria",..T.... 01:20PM-04:10PM;,CFH106;,15,0,0,1,NA,5,5,5,NA,FALSE,CHUM352,Fall2017,"The Politics of Death: The Living, the Dead, and the State",TRUE
"López Fadul,Valeria",.M.W... 02:50PM-04:10PM;,PAC125;,16,2,3,5,NA,2,2,5,2,FALSE,HIST322,Fall2017,"Exploration, Conquest, and Insurrection: The History of the Amazon 1542 to Present",TRUE
"Erickson,Paul Hilding",..T.R.. 08:50AM-10:10AM;,ALLB113;,15,4,7,6,NA,2,2,NA,NA,FALSE,HIST362,Fall2017,Issues in Contemporary Historiography,FALSE
"Tucker,Jennifer",..T.R.. 08:50AM-10:10AM;,PAC125;,15,4,7,2,NA,2,2,NA,NA,FALSE,HIST362,Fall2017,Issues in Contemporary Historiography,FALSE
"Grimmer-Solem,Erik",..T.R.. 08:50AM-10:10AM;,PAC104;,15,4,7,3,NA,2,2,NA,NA,FALSE,HIST362,Fall2017,Issues in Contemporary Historiography,FALSE
"Holmes,Oliver W.",..T.R.. 10:20AM-11:40AM;,BOGH115;,15,NA,NA,3,NA,NA,NA,NA,15,FALSE,HIST102,Spring2018,History and the Humanities II,FALSE
"Smolkin,Victoria",..T.R.. 02:50PM-04:10PM;,JUDD116;,30,0,0,-2,NA,5,5,10,10,FALSE,HIST151,Spring2018,"Introduction to History: The ""Russian World"" Past and Present",FALSE
"Eudell,Demetrius L.",..T.... 04:30PM-05:30PM;,PAC413;,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,HIST195,Spring2018,Mellon Mays Seminar,FALSE
"Holmes,Oliver W.",.M.W... 02:50PM-04:10PM;,PAC001;,40,5,10,13,NA,2,3,10,10,FALSE,HIST202,Spring2018,Early Modern Europe,FALSE
"Twagira,Laura Ann",..T.R.. 02:50PM-04:10PM;,ZLKA106;,19,2,3,0,NA,3,2,4,5,FALSE,HIST226,Spring2018,"Queen Mothers, Unruly Women: Histories of Gender and Sexuality in Africa",TRUE
"Masters,Bruce A.",.M.W.F. 10:50AM-11:40AM;,PAC002;,30,3,3,-9,NA,2,2,10,10,FALSE,HIST234,Spring2018,The Modern Middle East,FALSE
"Eudell,Demetrius L.",..T.R.. 08:50AM-10:10AM;,PAC002;,30,4,4,13,NA,3,3,8,8,FALSE,HIST241,Spring2018,From Romanus Pontifex (1454) to Black Lives Matter: Race and the Formation of the Modern World,FALSE
"L�pez Fadul,Valeria",..T.R.. 08:50AM-10:10AM;,PAC422;,30,5,5,-1,NA,3,3,10,4,FALSE,HIST245,Spring2018,Modern Latin America Since 1810,TRUE
"Twagira,Laura Ann",..T.R.. 10:20AM-11:40AM;,SCIE113;,30,4,4,9,NA,3,3,8,8,FALSE,HIST267,Spring2018,Development in Question: Conservation in Africa,TRUE
"Erickson,Paul Hilding",..T.R.. 10:20AM-11:40AM;,PAC107;,30,5,5,0,NA,5,5,5,5,FALSE,HIST287,Spring2018,Science in Modernity and After: 20th-Century Science and Technology,TRUE
"Lennox,Jeffers",..T.R.. 10:20AM-11:40AM;,ZLKA106;,25,5,5,9,NA,4,3,4,4,FALSE,HIST298,Spring2018,"Oh Canada:  Creating the Northern Neighbour, 1776--1896",FALSE
"Erickson,Paul Hilding",...W... 07:10PM-10:00PM;,BOGH115;,19,4,5,-4,NA,3,3,4,0,FALSE,HIST307,Spring2018,The Economy of Nature and Nations,TRUE
"Pinch,William R.",...W... 01:20PM-04:10PM;,CFH106;,15,2,6,11,NA,0,3,4,0,FALSE,HIST315,Spring2018,"Global Histories: Problems in Scale, Scope, Depth, and Time",TRUE
"Lennox,Jeffers",.....F. 01:20PM-04:10PM;,BOGH115;,15,3,3,3,NA,3,3,3,0,FALSE,HIST324,Spring2018,Homelands and First Nations: Native Worlds in North America,FALSE
"López Fadul,Valeria",..T.R.. 01:20PM-02:40PM;,FISK312;,15,2,3,-1,NA,2,2,4,2,FALSE,HIST335,Spring2018,"Nature, Science, and Empire in Early Latin America",TRUE
"Masters,Bruce A.",..T.R.. 08:50AM-10:10AM;,PAC136;,15,4,4,2,NA,2,2,3,0,FALSE,HIST337,Spring2018,Mystical Traditions in Islam,TRUE
"Halvorson,Charles",...W... 01:20PM-04:10PM;,ANTH6;,14,0,4,5,NA,4,4,2,NA,FALSE,HIST357,Spring2018,Regulatory Capitalism: The History of the Modern Administrative State in America,FALSE
"Greene,Nathanael",.M..... 01:20PM-04:10PM;,PAC422;,19,6,4,4,NA,4,3,2,0,FALSE,HIST371,Spring2018,Fascism,FALSE
"Tan,Ying Jia",.M.W... 02:50PM-04:10PM;,PAC136;,15,4,3,2,NA,3,3,2,0,FALSE,CHUM307,Spring2018,Anthropocene as Modern Grand Narrative,TRUE
"Smolkin,Victoria",...W... 01:20PM-04:10PM;,PAC422;,15,2,2,2,NA,3,3,5,0,FALSE,HIST395,Spring2018,"""If there is no God, then everything is permitted?"" Moral Life in a Secular World",TRUE
"Grabel,Laura B.   Gruen,Lori",..T.R.. 01:20PM-02:40PM;,SCIE121;,60,0,0,-3,NA,15,15,15,15,FALSE,BIOL118,Fall2017,Reproduction in the 21st Century,TRUE
"Springer,Elise",.M.W... 10:50AM-12:10PM;,VVO110;,35,5,10,9,NA,2,3,8,7,FALSE,PHIL212,Fall2017,Introduction to Ethics,TRUE
"Gruen,Lori",..T.R.. 02:50PM-04:10PM;,FISK413;,30,3,3,-1,NA,3,3,9,9,FALSE,PHIL215,Fall2017,"Humans, Animals, and Nature",TRUE
"Feldman,Alex",.M.W... 01:20PM-02:40PM;,FISK413;,35,7,8,0,NA,2,2,9,7,FALSE,PHIL217,Fall2017,Bioethics and Social Justice,TRUE
"Springer,Elise",..T.R.. 08:50AM-10:10AM;,BOGH110;,15,NA,NA,1,NA,NA,NA,NA,15,FALSE,PHIL218,Fall2017,Personal Identity and Choice,FALSE
"Feldman,Alex",..T.R.. 08:50AM-10:10AM;,FISK121;,15,NA,NA,1,NA,NA,NA,NA,15,FALSE,PHIL219,Fall2017,"Evil, Responsibility, and Forgiveness",FALSE
"Feldman,Alex",..T.R.. 10:20AM-11:40AM;,FISK121;,15,NA,NA,6,NA,NA,NA,NA,15,FALSE,PHIL219,Fall2017,"Evil, Responsibility, and Forgiveness",FALSE
"Shieh,Sanford",....R.. 07:10PM-10:00PM;,BOGH113;,19,1,1,1,NA,1,1,5,10,FALSE,PHIL232,Fall2017,Beginning Philosophy,FALSE
"Kanet,Sharisse Leigh",.M.W... 02:50PM-04:10PM;,FISK121;,25,5,5,3,NA,4,4,5,2,FALSE,PHIL286,Fall2017,Philosophy of Mind,TRUE
"Shieh,Sanford",..T.R.. 01:20PM-02:40PM;,FISK414;,25,5,5,14,NA,5,5,5,0,FALSE,PHIL292,Fall2017,Theory of Knowledge,FALSE
"Karera,Axelle",..T.... 07:10PM-10:00PM;,CFH106;,15,5,0,1,NA,0,5,5,NA,FALSE,CHUM323,Fall2017,"Necropolitics and Black ""Fugitive"" Politics",TRUE
"Irani,Tushar",.M...F. 10:50AM-12:10PM;,FEAS SEM;,19,NA,NA,1,NA,NA,NA,NA,19,FALSE,PHIL207,Spring2018,Live Like a Philosopher,FALSE
"Shieh,Sanford",..T.R.. 01:20PM-02:40PM;,DWNY113;,40,5,5,0,NA,0,0,10,20,FALSE,PHIL231,Spring2018,Reason and Paradox,FALSE
"Shieh,Sanford",....R.. 07:10PM-10:00PM;,BOGH113;,19,NA,NA,2,NA,1,2,8,8,FALSE,PHIL232,Spring2018,Beginning Philosophy,FALSE
